39.125C	     2018-08-01 19:02:03.056869
39.187C	     2018-08-01 19:02:13.936917
39.25C	     2018-08-01 19:02:24.816915
39.312C	     2018-08-01 19:02:35.696857
39.312C	     2018-08-01 19:02:46.576865
39.375C	     2018-08-01 19:02:57.456920
39.437C	     2018-08-01 19:03:08.336882
39.5C	     2018-08-01 19:03:19.216840
39.562C	     2018-08-01 19:03:30.096877
39.625C	     2018-08-01 19:03:40.976911
39.687C	     2018-08-01 19:03:51.856917
39.687C	     2018-08-01 19:04:02.736853
39.75C	     2018-08-01 19:04:13.616865
39.812C	     2018-08-01 19:04:24.496923
39.875C	     2018-08-01 19:04:35.376903
39.937C	     2018-08-01 19:04:46.256845
39.937C	     2018-08-01 19:04:57.136855
40.0C	     2018-08-01 19:05:08.016909
40.062C	     2018-08-01 19:05:18.896909
40.125C	     2018-08-01 19:05:29.776846
40.187C	     2018-08-01 19:05:40.656862
40.187C	     2018-08-01 19:05:51.537097
40.25C	     2018-08-01 19:06:02.416912
40.312C	     2018-08-01 19:06:13.296873
40.375C	     2018-08-01 19:06:24.176830
40.437C	     2018-08-01 19:06:35.056918
40.437C	     2018-08-01 19:06:45.937096
40.5C	     2018-08-01 19:06:56.816912
40.562C	     2018-08-01 19:07:07.696854
40.625C	     2018-08-01 19:07:19.616897
40.625C	     2018-08-01 19:07:30.496900
40.687C	     2018-08-01 19:07:41.376902
40.687C	     2018-08-01 19:07:52.256902
40.75C	     2018-08-01 19:08:03.136844
40.75C	     2018-08-01 19:08:14.016937
40.812C	     2018-08-01 19:08:24.896908
40.812C	     2018-08-01 19:08:35.776903
40.875C	     2018-08-01 19:08:46.656850
40.875C	     2018-08-01 19:08:57.536901
40.875C	     2018-08-01 19:09:08.416953
40.937C	     2018-08-01 19:09:19.296908
40.937C	     2018-08-01 19:09:30.176842
40.937C	     2018-08-01 19:09:41.056907
40.937C	     2018-08-01 19:09:51.936932
41.0C	     2018-08-01 19:10:02.816919
41.0C	     2018-08-01 19:10:13.696846
41.0C	     2018-08-01 19:10:24.576904
41.0C	     2018-08-01 19:10:35.456908
41.0C	     2018-08-01 19:10:46.336904
41.0C	     2018-08-01 19:10:57.216849
41.0C	     2018-08-01 19:11:08.096971
41.0C	     2018-08-01 19:11:18.976893
41.0C	     2018-08-01 19:11:29.856904
41.0C	     2018-08-01 19:11:40.736845
41.0C	     2018-08-01 19:11:51.626905
41.0C	     2018-08-01 19:12:02.496911
41.0C	     2018-08-01 19:12:13.376912
41.0C	     2018-08-01 19:12:24.256893
41.0C	     2018-08-01 19:12:35.136901
41.0C	     2018-08-01 19:12:46.016912
41.0C	     2018-08-01 19:12:56.896902
41.0C	     2018-08-01 19:13:07.776856
41.0C	     2018-08-01 19:13:18.656978
40.937C	     2018-08-01 19:13:29.536904
40.937C	     2018-08-01 19:13:40.416895
40.937C	     2018-08-01 19:13:51.296825
40.937C	     2018-08-01 19:14:02.176907
40.937C	     2018-08-01 19:14:13.056910
40.937C	     2018-08-01 19:14:23.936883
40.875C	     2018-08-01 19:14:34.816900
40.875C	     2018-08-01 19:14:45.696918
40.875C	     2018-08-01 19:14:56.576906
40.875C	     2018-08-01 19:15:07.456917
40.812C	     2018-08-01 19:15:18.336858
40.812C	     2018-08-01 19:15:29.216926
40.812C	     2018-08-01 19:15:40.096911
40.812C	     2018-08-01 19:15:50.976905
40.75C	     2018-08-01 19:16:01.856900
40.75C	     2018-08-01 19:16:12.737142
40.75C	     2018-08-01 19:16:23.616890
40.687C	     2018-08-01 19:16:34.496909
40.687C	     2018-08-01 19:16:45.376859
40.687C	     2018-08-01 19:16:56.257028
40.625C	     2018-08-01 19:17:07.136913
40.625C	     2018-08-01 19:17:18.016909
40.625C	     2018-08-01 19:17:28.896852
40.562C	     2018-08-01 19:17:39.776951
40.562C	     2018-08-01 19:17:50.656914
40.562C	     2018-08-01 19:18:01.536922
40.5C	     2018-08-01 19:18:12.416853
40.5C	     2018-08-01 19:18:23.296934
40.5C	     2018-08-01 19:18:34.176932
40.437C	     2018-08-01 19:18:45.056927
40.437C	     2018-08-01 19:18:55.937036
40.437C	     2018-08-01 19:19:06.816863
40.375C	     2018-08-01 19:19:17.696890
40.375C	     2018-08-01 19:19:28.576901
40.312C	     2018-08-01 19:19:39.456887
40.312C	     2018-08-01 19:19:50.336842
40.312C	     2018-08-01 19:20:01.216925
40.25C	     2018-08-01 19:20:12.096916
40.25C	     2018-08-01 19:20:22.976849
40.25C	     2018-08-01 19:20:33.856905
40.187C	     2018-08-01 19:20:44.736939
40.187C	     2018-08-01 19:20:55.616903
40.125C	     2018-08-01 19:21:06.496836
40.125C	     2018-08-01 19:21:17.376841
